1884.11.02_Lloyd'sWeeklyNewspaper_0002,1884.11.01_TheLeedsMercury_0007
1884.11.14_TheHullPacketandEastRidingTimes_0001,1884.11.13_NorthernEcho_0001
1884.11.14_TheHullPacketandEastRidingTimes_0002,1884.11.01_NorthWalesChronicle_0002
1884.11.14_TheHullPacketandEastRidingTimes_0003,1884.11.12_TheLeedsMercury_0006
1884.11.14_TheHullPacketandEastRidingTimes_0006,1884.11.12_BaneracAmserauCymru_0015
1884.11.14_TheHullPacketandEastRidingTimes_0007,1884.11.01_Jackson'sOxfordJournal_0008
1884.11.14_TheLeedsMercury_0001,1884.11.08_NorthWalesChronicle_0002
1884.11.14_TheLeedsMercury_0002,1884.11.13_DailyNews_0005
1884.11.14_TheLeedsMercury_0005,1884.11.13_DailyNews_0005
1884.11.14_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1884.11.14_ThePallMallGazette_0013,1884.11.08_TheEra_0012
1884.11.14_WesternMail_0004,1884.11.07_TheLeedsMercury_0006
1884.11.15_AberdeenWeeklyJournal_0002,1884.11.12_ThePallMallGazette_0004
1884.11.15_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1884.11.15_AberdeenWeeklyJournal_0005,1884.11.14_TheLeedsMercury_0008
1884.11.15_BirminghamDailyPost_0004,1884.11.04_TheLeedsMercury_0001
1884.11.15_BirminghamDailyPost_0005,1884.11.14_ThePallMallGazette_0009
1884.11.15_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.11.15_BirminghamDailyPost_0008,1884.11.14_TheBelfastNews-Letter_0008
1884.11.15_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.04_BirminghamDailyPost_0006
1884.11.15_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.14_DailyNews_0005
1884.11.15_GlasgowHerald_0007,1884.11.05_BirminghamDailyPost_0006
1884.11.15_HampshireTelegraphandSussexChronicleetc_0002,1884.11.13_TheLeedsMercury_0003
1884.11.15_HampshireTelegraphandSussexChronicleetc_0003,1884.11.01_TheLeedsMercury_S0004
1884.11.15_HampshireTelegraphandSussexChronicleetc_0007,1884.11.08_TheLeedsMercury_S0003
1884.11.15_HampshireTelegraphandSussexChronicleetc_0012,1884.11.08_TheLeedsMercury_S0008
1884.11.15_Jackson'sOxfordJournal_0002,1884.11.12_TheDerbyMercury_0001
1884.11.15_Jackson'sOxfordJournal_0003,1884.11.11_BirminghamDailyPost_0006
1884.11.15_Jackson'sOxfordJournal_0005,1884.11.10_ThePallMallGazette_0002
1884.11.15_Jackson'sOxfordJournal_0008,1884.11.05_TheDerbyMercury_0007
1884.11.15_NorthernEcho_0004,1884.11.14_ThePallMallGazette_0009
1884.11.15_NorthWalesChronicle_0002,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.11.15_TheBelfastNews-Letter_0001,1884.11.14_TheLeedsMercury_0002
1884.11.15_TheBelfastNews-Letter_0002,1884.11.10_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.11.15_TheBelfastNews-Letter_0003,1884.11.10_ThePallMallGazette_0014
1884.11.15_TheBelfastNews-Letter_0006,1884.11.14_AberdeenWeeklyJournal_0007
1884.11.15_TheBelfastNews-Letter_0008,1884.11.13_Freeman'sJournalandDailyCommercialAdvertiser_0007
1884.11.15_TheBristolMercuryandDailyPost_0006,1884.11.14_TheLeedsMercury_0003
1884.11.15_TheBristolMercuryandDailyPost_0008,1884.11.14_TheLeedsMercury_0008
1884.11.15_TheEra_0012,1884.11.02_Reynolds'sNewspaper_0004
1884.11.15_TheEra_0013,1884.11.10_ThePallMallGazette_0014
1884.11.15_TheIllustratedPoliceNewsetc_0002,1884.11.09_Lloyd'sWeeklyNewspaper_0005
1884.11.15_TheIllustratedPoliceNewsetc_0003,1884.11.10_TheBristolMercuryandDailyPost_0008
1884.11.15_TheIllustratedPoliceNewsetc_0004,1884.11.02_Lloyd'sWeeklyNewspaper_0008
1884.11.15_TheIpswichJournal_0002,1884.11.14_TheHullPacketandEastRidingTimes_0002
1884.11.15_TheIpswichJournal_0003,1884.11.08_BaneracAmserauCymru_0008
1884.11.15_TheIpswichJournal_0008,1884.11.01_Jackson'sOxfordJournal_0008
1884.11.15_TheLeedsMercury_0005,1884.11.11_GlasgowHerald_0007
1884.11.15_TheLeedsMercury_S0002,1884.11.11_GlasgowHerald_0006
1884.11.15_TheLeedsMercury_S0003,1884.11.14_TheBelfastNews-Letter_0005
1884.11.15_TheLeedsMercury_S0004,1884.11.02_Lloyd'sWeeklyNewspaper_0011
1884.11.15_TheLeedsMercury_S0006,1884.11.06_ThePallMallGazette_0006
1884.11.15_TheLeedsMercury_S0007,1884.11.08_HampshireTelegraphandSussexChronicleetc_0007
1884.11.15_TheLeedsMercury_S0008,1884.11.14_TheHullPacketandEastRidingTimes_0006
1884.11.15_ThePallMallGazette_0012,1884.11.14_TheLeedsMercury_0002
1884.11.15_ThePallMallGazette_0013,1884.11.14_TheLeedsMercury_0002
1884.11.15_WesternMail_0003,1884.11.14_TheLeedsMercury_0008
1884.11.15_YGoleuad_0006,1884.11.12_BaneracAmserauCymru_0013
1884.11.15_YGoleuad_0012,1884.11.12_BaneracAmserauCymru_0007
1884.11.15_YGoleuad_0013,1884.11.12_BaneracAmserauCymru_0005
1884.11.15_YGoleuad_0014,1884.11.03_TheLeedsMercury_0006
1884.11.15_YGoleuad_0016,1884.11.05_BaneracAmserauCymru_0015
1884.11.16_Lloyd'sWeeklyNewspaper_0001,1884.11.15_ThePallMallGazette_0008
1884.11.16_Lloyd'sWeeklyNewspaper_0002,1884.11.11_ThePallMallGazette_0010
1884.11.16_Lloyd'sWeeklyNewspaper_0003,1884.11.12_ThePallMallGazette_0010
1884.11.16_Lloyd'sWeeklyNewspaper_0004,1884.11.11_DailyNews_0007
1884.11.16_Lloyd'sWeeklyNewspaper_0005,1884.11.12_ThePallMallGazette_0007
1884.11.16_Lloyd'sWeeklyNewspaper_0007,1884.11.15_DailyNews_0003
1884.11.16_Lloyd'sWeeklyNewspaper_0008,1884.11.15_TheIllustratedPoliceNewsetc_0004
1884.11.16_Lloyd'sWeeklyNewspaper_0011,1884.11.15_TheLeedsMercury_S0004
1884.11.16_Reynolds'sNewspaper_0001,1884.11.13_GlasgowHerald_0005
1884.11.16_Reynolds'sNewspaper_0003,1884.11.12_DailyNews_0002
1884.11.16_Reynolds'sNewspaper_0004,1884.11.15_TheEra_0012
1884.11.16_Reynolds'sNewspaper_0005,1884.11.12_TheBristolMercuryandDailyPost_0008
1884.11.16_Reynolds'sNewspaper_0007,1884.11.15_TheBristolMercuryandDailyPost_0007
1884.11.16_Reynolds'sNewspaper_0008,1884.11.15_DailyNews_0003
1884.11.17_AberdeenWeeklyJournal_0001,1884.11.15_TheBristolMercuryandDailyPost_0004
1884.11.17_AberdeenWeeklyJournal_0003,1884.11.10_TheLeedsMercury_0003
1884.11.17_AberdeenWeeklyJournal_0006,1884.11.14_DailyNews_0003
1884.11.17_BirminghamDailyPost_0005,1884.11.16_Reynolds'sNewspaper_0001
1884.11.17_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.11.17_BirminghamDailyPost_0008,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_DailyNews_0002,1884.11.16_Lloyd'sWeeklyNewspaper_0012
1884.11.17_DailyNews_0005,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_DailyNews_0007,1884.11.13_BirminghamDailyPost_0006
1884.11.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1884.11.17_Freeman'sJournalandDailyCommercialAdvertiser_0005,1884.11.16_Reynolds'sNewspaper_0001
1884.11.17_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.15_GlasgowHerald_0005
1884.11.17_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.15_TheBelfastNews-Letter_0003
1884.11.17_GlasgowHerald_0004,1884.11.11_TheBelfastNews-Letter_0002
1884.11.17_GlasgowHerald_0006,1884.11.10_ThePallMallGazette_0006
1884.11.17_GlasgowHerald_0007,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_NorthernEcho_0002,1884.11.04_BirminghamDailyPost_0006
1884.11.17_NorthernEcho_0003,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_TheBelfastNews-Letter_0002,1884.11.15_TheIpswichJournal_0002
1884.11.17_TheBelfastNews-Letter_0004,1884.11.15_ThePallMallGazette_0013
1884.11.17_TheBelfastNews-Letter_0005,1884.11.16_Reynolds'sNewspaper_0001
1884.11.17_TheBelfastNews-Letter_0006,1884.11.11_GlasgowHerald_0007
1884.11.17_TheBristolMercuryandDailyPost_0003,1884.11.15_DailyNews_0003
1884.11.17_TheBristolMercuryandDailyPost_0007,1884.11.10_BirminghamDailyPost_0006
1884.11.17_TheBristolMercuryandDailyPost_0008,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_TheLeedsMercury_0002,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_TheLeedsMercury_0003,1884.11.14_ThePallMallGazette_0006
1884.11.17_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1884.11.17_TheLeedsMercury_0008,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.17_WesternMail_0003,1884.11.16_Lloyd'sWeeklyNewspaper_0001
1884.11.18_AberdeenWeeklyJournal_0001,1884.11.14_WesternMail_0004
1884.11.18_AberdeenWeeklyJournal_0002,1884.11.05_TheDerbyMercury_0007
1884.11.18_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1884.11.18_AberdeenWeeklyJournal_0007,1884.11.17_ThePallMallGazette_0008
1884.11.18_BirminghamDailyPost_0001,1884.11.15_TheBelfastNews-Letter_0003
1884.11.18_BirminghamDailyPost_0002,1884.11.08_TheLeedsMercury_S0004
1884.11.18_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.11.18_BirminghamDailyPost_0007,1884.11.17_ThePallMallGazette_0008
1884.11.18_DailyNews_0005,1884.11.17_ThePallMallGazette_0008
1884.11.18_DailyNews_0006,1884.11.14_BirminghamDailyPost_0006
1884.11.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.07_TheLeedsMercury_0006
1884.11.18_Freeman'sJournalandDailyCommercialAdvertiser_0006,1884.11.08_TheBelfastNews-Letter_0007
1884.11.18_GlasgowHerald_0007,1884.11.14_TheLeedsMercury_0006
1884.11.18_LiverpoolMercuryetc_0007,1884.11.17_BirminghamDailyPost_0005
1884.11.18_TheBelfastNews-Letter_0001,1884.11.17_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.11.18_TheBelfastNews-Letter_0002,1884.11.03_TheLeedsMercury_0002
1884.11.18_TheBelfastNews-Letter_0005,1884.11.17_ThePallMallGazette_0008
1884.11.18_TheBelfastNews-Letter_0006,1884.11.06_GlasgowHerald_0007
1884.11.18_TheBristolMercuryandDailyPost_0007,1884.11.11_GlasgowHerald_0007
1884.11.18_TheBristolMercuryandDailyPost_0008,1884.11.17_ThePallMallGazette_0008
1884.11.18_TheLeedsMercury_0003,1884.11.15_NorthernEcho_0001
1884.11.18_TheLeedsMercury_0006,1884.11.04_BirminghamDailyPost_0006
1884.11.18_TheLeedsMercury_0007,1884.11.17_ThePallMallGazette_0008
1884.11.19_AberdeenWeeklyJournal_0001,1884.11.18_TheBelfastNews-Letter_0001
1884.11.19_AberdeenWeeklyJournal_0002,1884.11.18_LiverpoolMercuryetc_0007
1884.11.19_AberdeenWeeklyJournal_0003,1884.11.07_TheLeedsMercury_0006
1884.11.19_BaneracAmserauCymru_0015,1884.11.07_TheHullPacketandEastRidingTimes_0006
1884.11.19_BaneracAmserauCymru_0016,1884.11.15_TheIpswichJournal_0003
1884.11.19_BirminghamDailyPost_0001,1884.11.03_TheLeedsMercury_0002
1884.11.19_BirminghamDailyPost_0004,1884.11.01_TheLeedsMercury_S0004
1884.11.19_BirminghamDailyPost_0006,1884.11.14_TheLeedsMercury_0006
1884.11.19_BirminghamDailyPost_0008,1884.11.18_TheLeedsMercury_0008
1884.11.19_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.06_GlasgowHerald_0007
1884.11.19_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.18_TheBelfastNews-Letter_0005
1884.11.19_GlasgowHerald_0005,1884.11.12_TheBristolMercuryandDailyPost_0007
1884.11.19_TheBelfastNews-Letter_0002,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.11.19_TheBelfastNews-Letter_0003,1884.11.06_TheLeedsMercury_0003
1884.11.19_TheBelfastNews-Letter_0005,1884.11.18_ThePallMallGazette_0008
1884.11.19_TheBristolMercuryandDailyPost_0004,1884.11.18_TheBelfastNews-Letter_0001
1884.11.19_TheBristolMercuryandDailyPost_0007,1884.11.13_GlasgowHerald_0007
1884.11.19_TheBristolMercuryandDailyPost_0008,1884.11.18_ThePallMallGazette_0008
1884.11.19_TheDerbyMercury_0001,1884.11.15_TheIpswichJournal_0002
1884.11.19_TheDerbyMercury_0004,1884.11.01_TheLeedsMercury_S0004
1884.11.19_TheDerbyMercury_0005,1884.11.17_TheLeedsMercury_0007
1884.11.19_TheDerbyMercury_0006,1884.11.06_ThePallMallGazette_0011
1884.11.19_TheDerbyMercury_0007,1884.11.14_GlasgowHerald_0007
1884.11.19_TheDerbyMercury_0008,1884.11.12_ThePallMallGazette_0005
1884.11.19_TheLeedsMercury_0001,1884.11.15_TheIpswichJournal_0002
1884.11.19_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1884.11.19_ThePallMallGazette_0013,1884.11.15_TheEra_0012
1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.11.13_DailyNews_0006
1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1884.11.16_Reynolds'sNewspaper_0005
1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.11.08_TheIpswichJournal_S0002
1884.11.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.11.17_TheLeedsMercury_0008
1884.11.20_AberdeenWeeklyJournal_0002,1884.11.18_WesternMail_0003
1884.11.20_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1884.11.20_BirminghamDailyPost_0005,1884.11.19_ThePallMallGazette_0008
1884.11.20_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.11.20_BirminghamDailyPost_0008,1884.11.19_DailyNews_0005
1884.11.20_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.14_TheLeedsMercury_0001
1884.11.20_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1884.11.20_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.19_GlasgowHerald_0007
1884.11.20_GlasgowHerald_0005,1884.11.18_DailyNews_0005
1884.11.20_GlasgowHerald_0007,1884.11.07_TheLeedsMercury_0006
1884.11.20_NorthernEcho_0003,1884.11.19_GlasgowHerald_0007
1884.11.20_TheBelfastNews-Letter_0005,1884.11.19_ThePallMallGazette_0008
1884.11.20_TheBelfastNews-Letter_0006,1884.11.18_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.11.20_TheBristolMercuryandDailyPost_0007,1884.11.06_TheBelfastNews-Letter_0006
1884.11.20_TheBristolMercuryandDailyPost_0008,1884.11.19_TheLeedsMercury_0005
1884.11.20_TheLeedsMercury_0001,1884.11.01_NorthWalesChronicle_0002
1884.11.20_TheLeedsMercury_0003,1884.11.15_ThePallMallGazette_0013
1884.11.20_TheLeedsMercury_0006,1884.11.01_BirminghamDailyPost_0006
1884.11.20_TheLeedsMercury_0008,1884.11.19_ThePallMallGazette_0008
1884.11.20_ThePallMallGazette_0013,1884.11.15_TheEra_0012
1884.11.21_AberdeenWeeklyJournal_0002,1884.11.18_Freeman'sJournalandDailyCommercialAdvertiser_0005
1884.11.21_AberdeenWeeklyJournal_0003,1884.11.20_GlasgowHerald_0007
1884.11.21_AberdeenWeeklyJournal_0007,1884.11.20_ThePallMallGazette_0008
1884.11.21_BirminghamDailyPost_0005,1884.11.20_ThePallMallGazette_0008
1884.11.21_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.11.21_BirminghamDailyPost_0007,1884.11.19_TheLeedsMercury_0003
1884.11.21_BirminghamDailyPost_0008,1884.11.20_ThePallMallGazette_0008
1884.11.21_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.11_GlasgowHerald_0007
1884.11.21_Freeman'sJournalandDailyCommercialAdvertiser_0005,1884.11.20_ThePallMallGazette_0008
1884.11.21_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.20_DailyNews_0005
1884.11.21_GlasgowHerald_0004,1884.11.18_TheBelfastNews-Letter_0001
1884.11.21_GlasgowHerald_0005,1884.11.19_TheLeedsMercury_0006
1884.11.21_GlasgowHerald_0009,1884.11.20_ThePallMallGazette_0008
1884.11.21_NorthernEcho_0002,1884.11.14_BirminghamDailyPost_0006
1884.11.21_NorthernEcho_0003,1884.11.20_ThePallMallGazette_0008
1884.11.21_TheBelfastNews-Letter_0001,1884.11.20_TheLeedsMercury_0001
1884.11.21_TheBelfastNews-Letter_0002,1884.11.07_TheHullPacketandEastRidingTimes_0002
1884.11.21_TheBelfastNews-Letter_0006,1884.11.07_TheLeedsMercury_0006
1884.11.21_TheBelfastNews-Letter_0007,1884.11.20_ThePallMallGazette_0008
1884.11.21_TheBristolMercuryandDailyPost_0001,1884.11.12_TheBelfastNews-Letter_0002
1884.11.21_TheBristolMercuryandDailyPost_0006,1884.11.20_TheLeedsMercury_0005
1884.11.21_TheBristolMercuryandDailyPost_0007,1884.11.05_BirminghamDailyPost_0006
1884.11.21_TheBristolMercuryandDailyPost_0008,1884.11.20_ThePallMallGazette_0008
1884.11.21_TheHullPacketandEastRidingTimes_0001,1884.11.13_NorthernEcho_0001
1884.11.21_TheHullPacketandEastRidingTimes_0002,1884.11.01_NorthWalesChronicle_0002
1884.11.21_TheHullPacketandEastRidingTimes_0005,1884.11.18_TheLeedsMercury_0005
1884.11.21_TheHullPacketandEastRidingTimes_0006,1884.11.08_TheLeedsMercury_S0006
1884.11.21_TheHullPacketandEastRidingTimes_0007,1884.11.15_Jackson'sOxfordJournal_0008
1884.11.21_TheLeedsMercury_0003,1884.11.20_DailyNews_0005
1884.11.21_TheLeedsMercury_0006,1884.11.11_GlasgowHerald_0007
1884.11.21_TheLeedsMercury_0007,1884.11.20_ThePallMallGazette_0008
1884.11.21_WesternMail_0001,1884.11.18_AberdeenWeeklyJournal_0001
1884.11.22_AberdeenWeeklyJournal_0003,1884.11.21_GlasgowHerald_0005
1884.11.22_BaneracAmserauCymru_0008,1884.11.01_YGoleuad_0016
1884.11.22_BirminghamDailyPost_0005,1884.11.21_ThePallMallGazette_0008
1884.11.22_BirminghamDailyPost_0006,1884.11.07_TheLeedsMercury_0006
1884.11.22_BirminghamDailyPost_0007,1884.11.15_TheBristolMercuryandDailyPost_0004
1884.11.22_BirminghamDailyPost_0008,1884.11.21_ThePallMallGazette_0008
1884.11.22_Freeman'sJournalandDailyCommercialAdvertiser_0002,1884.11.15_TheBelfastNews-Letter_0001
1884.11.22_Freeman'sJournalandDailyCommercialAdvertiser_0005,1884.11.21_ThePallMallGazette_0008
1884.11.22_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.19_TheBelfastNews-Letter_0001
1884.11.22_GlasgowHerald_0005,1884.11.21_ThePallMallGazette_0008
1884.11.22_GlasgowHerald_0007,1884.11.14_TheLeedsMercury_0006
1884.11.22_HampshireTelegraphandSussexChronicleetc_0002,1884.11.13_TheLeedsMercury_0003
1884.11.22_HampshireTelegraphandSussexChronicleetc_0003,1884.11.19_DailyNews_0003
1884.11.22_HampshireTelegraphandSussexChronicleetc_0005,1884.11.19_TheDerbyMercury_0007
1884.11.22_HampshireTelegraphandSussexChronicleetc_0007,1884.11.07_TheHullPacketandEastRidingTimes_0006
1884.11.22_HampshireTelegraphandSussexChronicleetc_0012,1884.11.15_TheLeedsMercury_S0007
1884.11.22_Jackson'sOxfordJournal_0003,1884.11.18_BirminghamDailyPost_0006
1884.11.22_Jackson'sOxfordJournal_0004,1884.11.18_DailyNews_0004
1884.11.22_Jackson'sOxfordJournal_0005,1884.11.17_DailyNews_0004
1884.11.22_Jackson'sOxfordJournal_0007,1884.11.17_DailyNews_0003
1884.11.22_Jackson'sOxfordJournal_0008,1884.11.17_ThePallMallGazette_0011
1884.11.22_NorthWalesChronicle_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1884.11.22_NorthWalesChronicle_0003,1884.11.17_WesternMail_0004
1884.11.22_NorthWalesChronicle_0004,1884.11.20_TheBelfastNews-Letter_0005
1884.11.22_NorthWalesChronicle_0005,1884.11.17_WesternMail_0002
1884.11.22_NorthWalesChronicle_0007,1884.11.16_Lloyd'sWeeklyNewspaper_0007
1884.11.22_NorthWalesChronicle_0008,1884.11.15_TheIpswichJournal_0003
1884.11.22_TheBelfastNews-Letter_0001,1884.11.15_Freeman'sJournalandDailyCommercialAdvertiser_0002
1884.11.22_TheBelfastNews-Letter_0002,1884.11.03_TheLeedsMercury_0002
1884.11.22_TheBelfastNews-Letter_0005,1884.11.21_ThePallMallGazette_0008
1884.11.22_TheBelfastNews-Letter_0006,1884.11.21_Freeman'sJournalandDailyCommercialAdvertiser_0006
1884.11.22_TheBristolMercuryandDailyPost_0004,1884.11.15_WesternMail_0004
1884.11.22_TheBristolMercuryandDailyPost_0008,1884.11.21_ThePallMallGazette_0008
1884.11.22_TheEra_0010,1884.11.21_TheBelfastNews-Letter_0007
1884.11.22_TheEra_0011,1884.11.19_TheBristolMercuryandDailyPost_0005
1884.11.22_TheEra_0014,1884.11.16_Reynolds'sNewspaper_0004
1884.11.22_TheEra_0016,1884.11.19_TheBristolMercuryandDailyPost_0005
1884.11.22_TheIllustratedPoliceNewsetc_0002,1884.11.12_BirminghamDailyPost_0007
1884.11.22_TheIllustratedPoliceNewsetc_0003,1884.11.08_TheLeedsMercury_S0006
1884.11.22_TheIllustratedPoliceNewsetc_0004,1884.11.16_Reynolds'sNewspaper_0007
1884.11.22_TheIpswichJournal_0002,1884.11.21_TheHullPacketandEastRidingTimes_0002
1884.11.22_TheIpswichJournal_0006,1884.11.20_TheLeedsMercury_0007
1884.11.22_TheIpswichJournal_0007,1884.11.19_TheLeedsMercury_0007
1884.11.22_TheIpswichJournal_0008,1884.11.15_Jackson'sOxfordJournal_0008
1884.11.22_TheIpswichJournal_0010,1884.11.20_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.11.22_TheLeedsMercury_0002,1884.11.15_WesternMail_0004
1884.11.22_TheLeedsMercury_0005,1884.11.11_GlasgowHerald_0007
1884.11.22_TheLeedsMercury_0007,1884.11.21_ThePallMallGazette_0008
1884.11.22_TheLeedsMercury_0012,1884.11.21_TheHullPacketandEastRidingTimes_0001
1884.11.22_TheLeedsMercury_S0002,1884.11.21_BirminghamDailyPost_0005
1884.11.22_TheLeedsMercury_S0003,1884.11.21_GlasgowHerald_0007
1884.11.22_TheLeedsMercury_S0004,1884.11.14_TheHullPacketandEastRidingTimes_0002
1884.11.22_TheLeedsMercury_S0005,1884.11.18_ThePallMallGazette_0009
1884.11.22_TheLeedsMercury_S0006,1884.11.14_ThePallMallGazette_0006
1884.11.22_TheLeedsMercury_S0007,1884.11.10_ThePallMallGazette_0011
1884.11.22_TheLeedsMercury_S0008,1884.11.18_DailyNews_0003
1884.11.22_WesternMail_0003,1884.11.21_TheLeedsMercury_0008
1884.11.22_YGoleuad_0005,1884.11.19_BaneracAmserauCymru_0015
1884.11.22_YGoleuad_0016,1884.11.05_BaneracAmserauCymru_0015
1884.11.23_Lloyd'sWeeklyNewspaper_0002,1884.11.18_TheLeedsMercury_0008
1884.11.23_Lloyd'sWeeklyNewspaper_0003,1884.11.20_ThePallMallGazette_0008
1884.11.23_Lloyd'sWeeklyNewspaper_0004,1884.11.18_DailyNews_0007
1884.11.23_Lloyd'sWeeklyNewspaper_0007,1884.11.22_TheLeedsMercury_0010
1884.11.23_Lloyd'sWeeklyNewspaper_0008,1884.11.22_TheIllustratedPoliceNewsetc_0004
1884.11.23_Lloyd'sWeeklyNewspaper_0011,1884.11.22_TheLeedsMercury_S0004
1884.11.23_Reynolds'sNewspaper_0001,1884.11.18_DailyNews_0005
1884.11.23_Reynolds'sNewspaper_0002,1884.11.18_DailyNews_0003
1884.11.23_Reynolds'sNewspaper_0003,1884.11.18_TheLeedsMercury_0007
1884.11.23_Reynolds'sNewspaper_0004,1884.11.22_TheEra_0014
1884.11.23_Reynolds'sNewspaper_0005,1884.11.22_TheLeedsMercury_0010
1884.11.23_Reynolds'sNewspaper_0006,1884.11.19_AberdeenWeeklyJournal_0006
1884.11.23_Reynolds'sNewspaper_0007,1884.11.22_TheIllustratedPoliceNewsetc_0004
1884.11.24_AberdeenWeeklyJournal_0002,1884.11.23_Lloyd'sWeeklyNewspaper_0007
1884.11.24_AberdeenWeeklyJournal_0003,1884.11.06_GlasgowHerald_0007
1884.11.24_AberdeenWeeklyJournal_0006,1884.11.22_ThePallMallGazette_0004
1884.11.24_BirminghamDailyPost_0001,1884.11.22_TheBelfastNews-Letter_0001
1884.11.24_BirminghamDailyPost_0006,1884.11.06_GlasgowHerald_0007
1884.11.24_BirminghamDailyPost_0007,1884.11.22_TheLeedsMercury_0007
1884.11.24_BirminghamDailyPost_0008,1884.11.23_Reynolds'sNewspaper_0008
1884.11.24_DailyNews_0004,1884.11.23_Lloyd'sWeeklyNewspaper_0012
1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.11.23_Reynolds'sNewspaper_0005
1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.11.22_TheLeedsMercury_0007
1884.11.24_Freeman'sJournalandDailyCommercialAdvertiser_0008,1884.11.08_TheLeedsMercury_S0004
1884.11.24_GlasgowHerald_0005,1884.11.18_BirminghamDailyPost_0006
1884.11.24_GlasgowHerald_0007,1884.11.23_Lloyd'sWeeklyNewspaper_0001
