1882.02.02_BirminghamDailyPost_0005,1882.02.01_ThePallMallGazette_0007
1882.02.14_BirminghamDailyPost_0004,1882.02.13_TheLeedsMercury_0005
1882.02.14_BirminghamDailyPost_0006,1882.02.02_LiverpoolMercuryetc_0008
1882.02.14_BirminghamDailyPost_0008,1882.02.13_LiverpoolMercuryetc_0005
1882.02.14_DailyNews_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.13_LiverpoolMercuryetc_0007
1882.02.14_Freeman'sJournalandDailyCommercialAdvertiser_0005,1882.02.13_ThePallMallGazette_0008
1882.02.14_GlasgowHerald_0003,1882.02.10_BirminghamDailyPost_0006
1882.02.14_LiverpoolMercuryetc_0003,1882.02.13_GlasgowHerald_0001
1882.02.14_LiverpoolMercuryetc_0006,1882.02.01_TheBristolMercuryandDailyPost_0007
1882.02.14_LiverpoolMercuryetc_0008,1882.02.07_TheBelfastNews-Letter_0006
1882.02.14_TheBelfastNews-Letter_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.02.14_TheBelfastNews-Letter_0006,1882.02.07_Freeman'sJournalandDailyCommercialAdvertiser_0006
1882.02.14_TheBelfastNews-Letter_0008,1882.02.06_LiverpoolMercuryetc_0006
1882.02.14_TheBristolMercuryandDailyPost_0002,1882.02.13_LiverpoolMercuryetc_0007
1882.02.14_TheBristolMercuryandDailyPost_0006,1882.02.13_DailyNews_0006
1882.02.14_TheBristolMercuryandDailyPost_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.02.14_TheBristolMercuryandDailyPost_0008,1882.02.13_DailyNews_0005
1882.02.14_TheIpswichJournal_0003,1882.02.13_LiverpoolMercuryetc_0007
1882.02.14_TheIpswichJournal_0004,1882.02.13_LiverpoolMercuryetc_0006
1882.02.14_TheLeedsMercury_0005,1882.02.13_ThePallMallGazette_0008
1882.02.14_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.02.14_WesternMail_0002,1882.02.13_TheBristolMercuryandDailyPost_0003
1882.02.14_WesternMail_0004,1882.02.10_LiverpoolMercuryetc_0008
1882.02.15_AberdeenWeeklyJournal_0005,1882.02.14_DailyNews_0005
1882.02.15_BaneracAmserauCymru_0011,1882.02.11_YGoleuad_0005
1882.02.15_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.02.15_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.02.15_BirminghamDailyPost_0008,1882.02.14_TheBelfastNews-Letter_0008
1882.02.15_DailyNews_0003,1882.02.14_BirminghamDailyPost_0006
1882.02.15_Freeman'sJournalandDailyCommercialAdvertiser_0004,1882.02.13_TheBelfastNews-Letter_0002
1882.02.15_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.02.15_GlasgowHerald_0008,1882.02.13_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.02.15_HampshireTelegraphandSussexChronicleetc_0001,1882.02.04_Jackson'sOxfordJournal_0002
1882.02.15_HampshireTelegraphandSussexChronicleetc_0002,1882.02.14_DailyNews_0005
1882.02.15_HampshireTelegraphandSussexChronicleetc_0003,1882.02.13_ThePallMallGazette_0008
1882.02.15_HampshireTelegraphandSussexChronicleetc_0004,1882.02.14_DailyNews_0005
1882.02.15_LiverpoolMercuryetc_0003,1882.02.13_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.02.15_LiverpoolMercuryetc_0005,1882.02.14_DailyNews_0005
1882.02.15_LiverpoolMercuryetc_0006,1882.02.01_TheBristolMercuryandDailyPost_0007
1882.02.15_LiverpoolMercuryetc_0007,1882.02.14_ThePallMallGazette_0008
1882.02.15_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.02.15_TheBelfastNews-Letter_0001,1882.02.13_Freeman'sJournalandDailyCommercialAdvertiser_0004
1882.02.15_TheBelfastNews-Letter_0003,1882.02.14_WesternMail_0003
1882.02.15_TheBelfastNews-Letter_0006,1882.02.11_TheEra_0005
1882.02.15_TheBelfastNews-Letter_0008,1882.02.02_TheBristolMercuryandDailyPost_0007
1882.02.15_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.02.15_TheDerbyMercury_0001,1882.02.11_HampshireTelegraphandSussexChronicleetc_0004
1882.02.15_TheDerbyMercury_0002,1882.02.09_WesternMail_0003
1882.02.15_TheDerbyMercury_0003,1882.02.13_ThePallMallGazette_0010
1882.02.15_TheDerbyMercury_0004,1882.02.04_TheIpswichJournal_0006
1882.02.15_TheDerbyMercury_0005,1882.02.14_TheBristolMercuryandDailyPost_0008
1882.02.15_TheDerbyMercury_0006,1882.02.11_HampshireTelegraphandSussexChronicleetc_0007
1882.02.15_TheDerbyMercury_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.15_TheDerbyMercury_0008,1882.02.13_DailyNews_0005
1882.02.15_TheLeedsMercury_0005,1882.02.14_ThePallMallGazette_0008
1882.02.15_TheLeedsMercury_0006,1882.02.09_LiverpoolMercuryetc_0008
1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.11_BirminghamDailyPost_0005
1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0005,1882.02.13_NorthernEcho_0003
1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1882.02.04_TheLeedsMercury_S0006
1882.02.15_WesternMail_0003,1882.02.14_LiverpoolMercuryetc_0005
1882.02.15_WesternMail_0004,1882.02.07_TheBelfastNews-Letter_0006
1882.02.16_AberdeenWeeklyJournal_0003,1882.02.15_WesternMail_0003
1882.02.16_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.02.16_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.08_LiverpoolMercuryetc_0008
1882.02.16_GlasgowHerald_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.02.16_LiverpoolMercuryetc_0006,1882.02.02_TheBristolMercuryandDailyPost_0007
1882.02.16_LiverpoolMercuryetc_0007,1882.02.15_WesternMail_0003
1882.02.16_LiverpoolMercuryetc_0008,1882.02.15_TheLeedsMercury_0006
1882.02.16_TheBelfastNews-Letter_0003,1882.02.15_Freeman'sJournalandDailyCommercialAdvertiser_0002
1882.02.16_TheBelfastNews-Letter_0005,1882.02.13_LiverpoolMercuryetc_0006
1882.02.16_TheBristolMercuryandDailyPost_0006,1882.02.14_WesternMail_0003
1882.02.16_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.02.16_TheLeedsMercury_0001,1882.02.10_BirminghamDailyPost_0001
1882.02.16_TheLeedsMercury_0006,1882.02.04_TheBelfastNews-Letter_0006
1882.02.16_WesternMail_0004,1882.02.15_LiverpoolMercuryetc_0008
1882.02.17_AberdeenWeeklyJournal_0003,1882.02.16_WesternMail_0003
1882.02.17_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.02.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.02_WesternMail_0004
1882.02.17_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.02.17_LiverpoolMercuryetc_0008,1882.02.01_BirminghamDailyPost_0006
1882.02.17_TheBelfastNews-Letter_0001,1882.02.09_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.02.17_TheBelfastNews-Letter_0002,1882.02.13_Freeman'sJournalandDailyCommercialAdvertiser_0004
1882.02.17_TheBelfastNews-Letter_0006,1882.02.16_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.02.17_TheBristolMercuryandDailyPost_0007,1882.02.08_LiverpoolMercuryetc_0008
1882.02.17_TheBristolMercuryandDailyPost_0008,1882.02.16_DailyNews_0005
1882.02.17_TheHullPacketandEastRidingTimes_0001,1882.02.11_TheIpswichJournal_0006
1882.02.17_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.17_TheHullPacketandEastRidingTimes_0004,1882.02.11_TheIpswichJournal_0006
1882.02.17_TheHullPacketandEastRidingTimes_0007,1882.02.11_TheBelfastNews-Letter_0005
1882.02.17_TheHullPacketandEastRidingTimes_0008,1882.02.15_LiverpoolMercuryetc_0008
1882.02.17_WesternMail_0003,1882.02.16_DailyNews_0005
1882.02.18_AberdeenWeeklyJournal_0002,1882.02.17_GlasgowHerald_0009
1882.02.18_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.02.18_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.17_TheLeedsMercury_0005
1882.02.18_GlasgowHerald_0007,1882.02.17_BirminghamDailyPost_0006
1882.02.18_HampshireTelegraphandSussexChronicleetc_0002,1882.02.15_ThePallMallGazette_0010
1882.02.18_HampshireTelegraphandSussexChronicleetc_0004,1882.02.03_TheHullPacketandEastRidingTimes_0004
1882.02.18_HampshireTelegraphandSussexChronicleetc_0005,1882.02.17_TheBristolMercuryandDailyPost_0008
1882.02.18_HampshireTelegraphandSussexChronicleetc_0006,1882.02.15_LiverpoolMercuryetc_0003
1882.02.18_Jackson'sOxfordJournal_0002,1882.02.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.02.18_Jackson'sOxfordJournal_0004,1882.02.17_DailyNews_0004
1882.02.18_Jackson'sOxfordJournal_0005,1882.02.15_TheBelfastNews-Letter_0003
1882.02.18_Jackson'sOxfordJournal_0007,1882.02.15_TheDerbyMercury_0006
1882.02.18_LiverpoolMercuryetc_0003,1882.02.17_TheBristolMercuryandDailyPost_0003
1882.02.18_LiverpoolMercuryetc_0005,1882.02.17_ThePallMallGazette_0008
1882.02.18_LiverpoolMercuryetc_0006,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.02.18_LiverpoolMercuryetc_0007,1882.02.17_GlasgowHerald_0010
1882.02.18_LiverpoolMercuryetc_0008,1882.02.11_GlasgowHerald_0003
1882.02.18_TheBelfastNews-Letter_0003,1882.02.16_Freeman'sJournalandDailyCommercialAdvertiser_0007
1882.02.18_TheBelfastNews-Letter_0006,1882.02.07_LiverpoolMercuryetc_0008
1882.02.18_TheBelfastNews-Letter_0007,1882.02.17_Freeman'sJournalandDailyCommercialAdvertiser_0003
1882.02.18_TheBelfastNews-Letter_0008,1882.02.14_LiverpoolMercuryetc_0006
1882.02.18_TheBristolMercuryandDailyPost_0002,1882.02.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1882.02.18_TheBristolMercuryandDailyPost_0003,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.18_TheBristolMercuryandDailyPost_0008,1882.02.17_DailyNews_0005
1882.02.18_TheBristolMercuryandDailyPost_S0001,1882.02.14_TheBelfastNews-Letter_0005
1882.02.18_TheBristolMercuryandDailyPost_S0002,1882.02.15_TheBelfastNews-Letter_0008
1882.02.18_TheBristolMercuryandDailyPost_S0003,1882.02.13_LiverpoolMercuryetc_0006
1882.02.18_TheBristolMercuryandDailyPost_S0005,1882.02.11_TheLeedsMercury_0010
1882.02.18_TheBristolMercuryandDailyPost_S0007,1882.02.13_DailyNews_0005
1882.02.18_TheBristolMercuryandDailyPost_S0008,1882.02.13_TheBelfastNews-Letter_0005
1882.02.18_TheEra_0004,1882.02.14_TheBristolMercuryandDailyPost_0006
1882.02.18_TheEra_0005,1882.02.14_LiverpoolMercuryetc_0005
1882.02.18_TheEra_0008,1882.02.17_DailyNews_0002
1882.02.18_TheEra_0012,1882.02.12_Reynolds'sNewspaper_0004
1882.02.18_TheIpswichJournal_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.18_TheIpswichJournal_0003,1882.02.04_Jackson'sOxfordJournal_0002
1882.02.18_TheIpswichJournal_0004,1882.02.11_Jackson'sOxfordJournal_0003
1882.02.18_TheIpswichJournal_0006,1882.02.17_TheHullPacketandEastRidingTimes_0001
1882.02.18_TheIpswichJournal_S0004,1882.02.04_TheEra_0003
1882.02.18_TheLeedsMercury_0002,1882.02.11_LiverpoolMercuryetc_0008
1882.02.18_TheLeedsMercury_0007,1882.02.17_ThePallMallGazette_0008
1882.02.18_TheLeedsMercury_0009,1882.02.08_LiverpoolMercuryetc_0008
1882.02.18_TheLeedsMercury_0012,1882.02.17_GlasgowHerald_0007
1882.02.18_TheLeedsMercury_S0002,1882.02.17_LiverpoolMercuryetc_0005
1882.02.18_TheLeedsMercury_S0003,1882.02.17_TheBristolMercuryandDailyPost_0008
1882.02.18_TheLeedsMercury_S0004,1882.02.10_LiverpoolMercuryetc_0008
1882.02.18_WesternMail_0003,1882.02.17_DailyNews_0005
1882.02.18_WesternMail_0004,1882.02.03_TheBelfastNews-Letter_0006
1882.02.18_YGoleuad_0012,1882.02.01_BaneracAmserauCymru_0013
1882.02.18_YGoleuad_0015,1882.02.15_BaneracAmserauCymru_0012
1882.02.18_YGoleuad_0016,1882.02.08_BaneracAmserauCymru_0016
1882.02.19_Lloyd'sWeeklyNewspaper_0002,1882.02.13_DailyNews_0006
1882.02.19_Lloyd'sWeeklyNewspaper_0003,1882.02.18_Jackson'sOxfordJournal_0007
1882.02.19_Lloyd'sWeeklyNewspaper_0004,1882.02.18_GlasgowHerald_0003
1882.02.19_Lloyd'sWeeklyNewspaper_0005,1882.02.16_GlasgowHerald_0006
1882.02.19_Lloyd'sWeeklyNewspaper_0007,1882.02.17_DailyNews_0005
1882.02.19_Lloyd'sWeeklyNewspaper_0008,1882.02.16_ThePallMallGazette_0011
1882.02.19_Reynolds'sNewspaper_0001,1882.02.16_GlasgowHerald_0006
1882.02.19_Reynolds'sNewspaper_0003,1882.02.15_DailyNews_0002
1882.02.19_Reynolds'sNewspaper_0005,1882.02.17_DailyNews_0005
1882.02.19_Reynolds'sNewspaper_0006,1882.02.17_DailyNews_0003
1882.02.20_AberdeenWeeklyJournal_0003,1882.02.18_TheLeedsMercury_0007
1882.02.20_BirminghamDailyPost_0004,1882.02.18_DailyNews_0005
1882.02.20_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.02.20_BirminghamDailyPost_0007,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.20_BirminghamDailyPost_0008,1882.02.18_TheBelfastNews-Letter_0008
1882.02.20_DailyNews_0003,1882.02.13_ThePallMallGazette_0002
1882.02.20_DailyNews_0005,1882.02.19_Reynolds'sNewspaper_0001
1882.02.20_DailyNews_0007,1882.02.03_LiverpoolMercuryetc_0008
1882.02.20_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.19_Reynolds'sNewspaper_0001
1882.02.20_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.02.20_GlasgowHerald_0007,1882.02.19_Reynolds'sNewspaper_0001
1882.02.20_LiverpoolMercuryetc_0003,1882.02.18_DailyNews_0003
1882.02.20_LiverpoolMercuryetc_0005,1882.02.19_Lloyd'sWeeklyNewspaper_0001
1882.02.20_LiverpoolMercuryetc_0006,1882.02.19_Lloyd'sWeeklyNewspaper_0007
1882.02.20_LiverpoolMercuryetc_0007,1882.02.18_ThePallMallGazette_0008
1882.02.20_LiverpoolMercuryetc_0008,1882.02.04_BirminghamDailyPost_0006
1882.02.20_TheBelfastNews-Letter_0005,1882.02.18_TheEra_0008
1882.02.20_TheBelfastNews-Letter_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.02.20_TheBelfastNews-Letter_0007,1882.02.18_Freeman'sJournalandDailyCommercialAdvertiser_0005
1882.02.20_TheBristolMercuryandDailyPost_0005,1882.02.18_TheEra_0007
1882.02.20_TheBristolMercuryandDailyPost_0006,1882.02.18_HampshireTelegraphandSussexChronicleetc_0002
1882.02.20_TheBristolMercuryandDailyPost_0007,1882.02.10_LiverpoolMercuryetc_0008
1882.02.20_TheBristolMercuryandDailyPost_0008,1882.02.19_Lloyd'sWeeklyNewspaper_0001
1882.02.20_TheLeedsMercury_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.20_TheLeedsMercury_0004,1882.02.19_Reynolds'sNewspaper_0001
1882.02.20_TheLeedsMercury_0005,1882.02.19_Lloyd'sWeeklyNewspaper_0001
1882.02.20_TheLeedsMercury_0006,1882.02.11_LiverpoolMercuryetc_0008
1882.02.20_TheLeedsMercury_0007,1882.02.11_HampshireTelegraphandSussexChronicleetc_0006
1882.02.20_WesternMail_0003,1882.02.19_Reynolds'sNewspaper_0001
1882.02.20_WesternMail_0004,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.02.21_BirminghamDailyPost_0006,1882.02.20_ThePallMallGazette_0007
1882.02.21_BirminghamDailyPost_0007,1882.02.15_TheDerbyMercury_0004
1882.02.21_BirminghamDailyPost_0008,1882.02.20_DailyNews_0005
1882.02.21_GlasgowHerald_0002,1882.02.20_DailyNews_0006
1882.02.21_GlasgowHerald_0005,1882.02.20_DailyNews_0005
1882.02.21_GlasgowHerald_0007,1882.02.20_LiverpoolMercuryetc_0008
1882.02.21_LiverpoolMercuryetc_0007,1882.02.20_TheLeedsMercury_0007
1882.02.21_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.02.21_TheBelfastNews-Letter_0002,1882.02.18_Freeman'sJournalandDailyCommercialAdvertiser_0008
1882.02.21_TheBelfastNews-Letter_0003,1882.02.09_LiverpoolMercuryetc_0008
1882.02.21_TheBristolMercuryandDailyPost_0003,1882.02.20_TheLeedsMercury_0003
1882.02.21_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.02.21_TheBristolMercuryandDailyPost_0008,1882.02.20_DailyNews_0005
1882.02.21_TheIpswichJournal_0004,1882.02.18_TheLeedsMercury_0007
1882.02.21_TheLeedsMercury_0001,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.02.21_TheLeedsMercury_0006,1882.02.14_BirminghamDailyPost_0006
1882.02.21_WesternMail_0003,1882.02.20_DailyNews_0005
1882.02.21_WesternMail_0004,1882.02.14_LiverpoolMercuryetc_0008
1882.02.22_BaneracAmserauCymru_0016,1882.02.04_YGoleuad_0016
1882.02.22_BirminghamDailyPost_0005,1882.02.21_TheBelfastNews-Letter_0008
1882.02.22_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.02.22_BirminghamDailyPost_0008,1882.02.21_ThePallMallGazette_0008
1882.02.22_DailyNews_0005,1882.02.21_ThePallMallGazette_0008
1882.02.22_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.02.22_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.03_TheBelfastNews-Letter_0001
1882.02.22_GlasgowHerald_0005,1882.02.17_BirminghamDailyPost_0006
1882.02.22_HampshireTelegraphandSussexChronicleetc_0002,1882.02.20_ThePallMallGazette_0007
1882.02.22_HampshireTelegraphandSussexChronicleetc_0004,1882.02.20_ThePallMallGazette_0010
1882.02.22_LiverpoolMercuryetc_0001,1882.02.15_TheDerbyMercury_0004
1882.02.22_LiverpoolMercuryetc_0003,1882.02.09_TheBristolMercuryandDailyPost_0007
1882.02.22_LiverpoolMercuryetc_0005,1882.02.21_ThePallMallGazette_0008
1882.02.22_LiverpoolMercuryetc_0006,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.02.22_LiverpoolMercuryetc_0007,1882.02.21_BirminghamDailyPost_0004
1882.02.22_LiverpoolMercuryetc_0008,1882.02.08_TheLeedsMercury_0006
1882.02.22_NorthernEcho_0003,1882.02.21_ThePallMallGazette_0008
1882.02.22_TheBelfastNews-Letter_0007,1882.02.18_ThePallMallGazette_0002
1882.02.22_TheBristolMercuryandDailyPost_0001,1882.02.04_Jackson'sOxfordJournal_0004
1882.02.22_TheBristolMercuryandDailyPost_0003,1882.02.21_DailyNews_0006
1882.02.22_TheBristolMercuryandDailyPost_0006,1882.02.21_DailyNews_0003
1882.02.22_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.02.22_TheBristolMercuryandDailyPost_0008,1882.02.21_ThePallMallGazette_0008
1882.02.22_TheDerbyMercury_0002,1882.02.20_DailyNews_0003
1882.02.22_TheDerbyMercury_0003,1882.02.18_TheLeedsMercury_0007
1882.02.22_TheDerbyMercury_0006,1882.02.18_LiverpoolMercuryetc_0007
1882.02.22_TheDerbyMercury_0007,1882.02.04_Jackson'sOxfordJournal_0002
1882.02.22_TheDerbyMercury_0008,1882.02.21_TheBelfastNews-Letter_0007
1882.02.22_TheLeedsMercury_0004,1882.02.03_TheBristolMercuryandDailyPost_0007
1882.02.22_TheLeedsMercury_0005,1882.02.21_ThePallMallGazette_0008
1882.02.22_TheLeedsMercury_0006,1882.02.04_TheBelfastNews-Letter_0006
1882.02.22_TheLeedsMercury_0008,1882.02.21_DailyNews_0005
1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1882.02.14_TheBristolMercuryandDailyPost_0007
1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1882.02.17_BirminghamDailyPost_0008
1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1882.02.04_HampshireTelegraphandSussexChronicleetc_0005
1882.02.22_WesternMail_0003,1882.02.21_DailyNews_0005
1882.02.22_WesternMail_0004,1882.02.17_TheBristolMercuryandDailyPost_0007
1882.02.23_BirminghamDailyPost_0005,1882.02.22_DailyNews_0005
1882.02.23_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.02.23_BirminghamDailyPost_0008,1882.02.22_TheBelfastNews-Letter_0008
1882.02.23_Freeman'sJournalandDailyCommercialAdvertiser_0006,1882.02.17_LiverpoolMercuryetc_0005
1882.02.23_Freeman'sJournalandDailyCommercialAdvertiser_0007,1882.02.21_ThePallMallGazette_0002
1882.02.23_Freeman'sJournalandDailyCommercialAdvertiser_0008,1882.02.13_TheBelfastNews-Letter_0002
1882.02.23_GlasgowHerald_0003,1882.02.10_LiverpoolMercuryetc_0008
1882.02.23_LiverpoolMercuryetc_0003,1882.02.03_TheHullPacketandEastRidingTimes_0002
1882.02.23_LiverpoolMercuryetc_0006,1882.02.22_DailyNews_0006
1882.02.23_LiverpoolMercuryetc_0008,1882.02.01_TheLeedsMercury_0006
1882.02.23_TheBelfastNews-Letter_0003,1882.02.20_LiverpoolMercuryetc_0008
1882.02.23_TheBelfastNews-Letter_0005,1882.02.22_ThePallMallGazette_0007
1882.02.23_TheBristolMercuryandDailyPost_0001,1882.02.04_Jackson'sOxfordJournal_0004
1882.02.23_TheBristolMercuryandDailyPost_0007,1882.02.15_LiverpoolMercuryetc_0008
1882.02.23_TheBristolMercuryandDailyPost_0008,1882.02.22_ThePallMallGazette_0007
1882.02.23_TheLeedsMercury_0001,1882.02.10_BirminghamDailyPost_0001
1882.02.23_TheLeedsMercury_0003,1882.02.22_ThePallMallGazette_0007
1882.02.23_TheLeedsMercury_0006,1882.02.10_LiverpoolMercuryetc_0008
1882.02.23_TheLeedsMercury_0008,1882.02.22_ThePallMallGazette_0008
1882.02.23_ThePallMallGazette_0006,1882.02.18_TheIpswichJournal_S0004
1882.02.23_WesternMail_0004,1882.02.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1882.02.24_BirminghamDailyPost_0001,1882.02.23_TheLeedsMercury_0001
1882.02.24_BirminghamDailyPost_0006,1882.02.17_LiverpoolMercuryetc_0008
1882.02.24_DailyNews_0003,1882.02.11_LiverpoolMercuryetc_0008
1882.02.24_DailyNews_0007,1882.02.07_LiverpoolMercuryetc_0008
1882.02.24_GlasgowHerald_0005,1882.02.10_LiverpoolMercuryetc_0008
1882.02.24_LiverpoolMercuryetc_0007,1882.02.23_BirminghamDailyPost_0004
1882.02.24_LiverpoolMercuryetc_0008,1882.02.21_GlasgowHerald_0007
1882.02.24_TheBelfastNews-Letter_0003,1882.02.23_LiverpoolMercuryetc_0006
1882.02.24_TheBelfastNews-Letter_0006,1882.02.23_LiverpoolMercuryetc_0008
1882.02.24_TheBristolMercuryandDailyPost_0001,1882.02.04_Jackson'sOxfordJournal_0004
1882.02.24_TheBristolMercuryandDailyPost_0003,1882.02.22_ThePallMallGazette_0004
1882.02.24_TheBristolMercuryandDailyPost_0006,1882.02.23_ThePallMallGazette_0002
1882.02.24_TheBristolMercuryandDailyPost_0007,1882.02.02_WesternMail_0004
1882.02.24_TheBristolMercuryandDailyPost_0008,1882.02.23_DailyNews_0005
1882.02.24_TheHullPacketandEastRidingTimes_0001,1882.02.11_TheIpswichJournal_0006
1882.02.24_TheHullPacketandEastRidingTimes_0002,1882.02.11_Jackson'sOxfordJournal_0002
1882.02.24_TheHullPacketandEastRidingTimes_0004,1882.02.22_TheLeedsMercury_0008
1882.02.24_TheHullPacketandEastRidingTimes_0007,1882.02.20_TheBristolMercuryandDailyPost_0008
1882.02.24_TheLeedsMercury_0002,1882.02.23_ThePallMallGazette_0007
1882.02.24_TheLeedsMercury_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.02.24_TheLeedsMercury_0008,1882.02.23_DailyNews_0002
1882.02.24_WesternMail_0004,1882.02.20_LiverpoolMercuryetc_0008
1882.02.25_BirminghamDailyPost_0004,1882.02.15_TheDerbyMercury_0004
1882.02.25_BirminghamDailyPost_0005,1882.02.24_LiverpoolMercuryetc_0006
1882.02.25_BirminghamDailyPost_0006,1882.02.04_LiverpoolMercuryetc_0008
1882.02.25_DailyNews_0002,1882.02.18_LiverpoolMercuryetc_0006
1882.02.25_DailyNews_0006,1882.02.11_LiverpoolMercuryetc_0008
1882.02.25_Freeman'sJournalandDailyCommercialAdvertiser_0003,1882.02.07_LiverpoolMercuryetc_0008
